title,cluster_number
ecuador says suspends oil exports due earthquake,0
rjr nabiscoto redeem 1.2 billion dlrs notes,0
proposed offerings recently filed with the sec,0
leaseway transportation corp  4th qtr loss,1
ual (ual) hertz unit files 500 mln dlr offering,2
nch corp  3rd qtr jan 31 net,1
allied bancshares  downgraded by moody's,0
nationwide had 1986 property-casualty loss,0
sun  raises heating oil barge price,0
french primary bond market shows new sparkle,0
u.s. treasury selling 9.5 billion dlrs of one-year bills march 12 to raise 275 mln dlrs,2
first women's bank investor group offer expires,0
computer memories inc  3rd qtr loss,1
baker expresses doubts about u.s. stock tax,0
reuters  in property finance system,0
sallie mae says it will price 300 mln dlr floating rate note offer monday,2
refinancing said close for venezuelan bank,0
u.s. sets 9.5 billion dlr year-bill auction,0
new jersey resources  to offer shares,0
den danske launches 200 mln dlr euro-cd programme,2
trenwick group inc  4th qtr net,1
imf urges belgium to make further spending cuts,0
new jersey approves gpu  unit's rate cut,3
"bush  revises 4th qtr, year results up",1
mcorp  and units' debt downgraded by moody's,0
medi-rx unit in proposed initial offering,3
furniture (ufurf) ups bench craft (sofa) stake,0
american airlines  load factor declines,0
valero energy knows of no reason for stock gain,0
moody's may downgrade service merchandise,0
clevite industries inc  4th qtr oper loss,1
bid to dismiss judge in copyright case denied,0
cms advertising sets 3-for-2 stock split,0
amax  accepts offer for australian interest,0
cie financiere de paribas  1986 year,0
food lion  february sales up 26 pct,0
bank of england pressure holds base rates,0
"shultz and shevarnadze to meet in moscow in mid-april, u.s. sources say",0
lyng disappointed by canada corn injury decision,0
bancroft  shareholders rebuke zico offer,0
int'l totalizator  sees better 1st qtr,1
soviet negotiator reports arms talks breakthrough,0
gatt studying agricultural subsidies ceiling,0
tipperary negotiating walker  investment,0
"shultz, shevardnadze said to meet in april",0
soviet negotiator reports arms talks breakthrough,0
outboard marine  officials hawking stock,0
"hadson  plans 3,750,000 share offering",0
boc group completes sale of unit to controls,3
new jersey resources  files to offer stock,0
bankers predict shakeout in swedish banking system,0
mcdonnell  opens regional n.y. office,0
u.s. wheat growers want eep to soviet union,0
abn says profit rise encouraging in view dollar,0
"canadian money supply m-1 rises 217 mln dlrs in week, bank of canada said",2
canadian money supply rises in week,0
rochester gas  sees further nuclear delays,0
french government to step up aid to jobless,0
ussr wheat bonus offer said still under debate,0
sun electric corp  1st qtr jan 31 oper net,1
canada corn decision unjustified - yeutter,0
cetec corp  4th qtr net,1
richton international corp  3rd qtr jan 31,1
valtek inc  3rd qtr jan 31 net,1
moet-hennessy issuing convertible eurobond,0
the writer corp  4th qtr loss,1
white house says shultz to visit moscow april 13-16,0
rocky mountain medical corp  1st qtr loss,1
first american bank and trust  year net,0
s/p says corporate downgrades may ease this year,0
contra leader links mystery dlrs to arms sale,0
india again in market for sugar - trade,0
3rd qtr dec 31 net,1
pioneer group  unit gets more land,3
insituform  raises stake in unit,3
copper meeting agrees goals of study group,0
"liffe february volumes down, but eurodollars up",0
president says shultz to head for moscow talks,0
colombian oil exports not affected by quake,0
chicago milwaukee  greets shearson stake,0
dauphin deposit  to make acquisition,0
unc  to change state of incorporation,0
van dorn co  sets quarterly,0
m.d.c. holdings inc  sets quarterly,0
chubb corp  sets quarterly,0
mellon bank  sells five-year deposit notes,0
"crude oil prices up as stocks, output fall",0
talking point/ paper stocks,0
mge planning april 6 start up of hfcs contract,0
in franchise pact,0
first federal brooksville  sets quarterly,0
energy ventures  forms new energy unit,3
aluminum co of america  regular dividend,0
in metals find,0
siemens wants to amend telecom plus  pact,0
lucky stores says it and investor edelman reached standstill agreement,0
pioneer group unit gets more ghana gold land,3
debt proposal faulted by argentine observer,0
international multifoods corp  dividend,0
ibm  names new president for division,0
hadson corp  4th qtr net,1
funaro says creditors willing to help brazil,0
"lucky stores , edelman in standstill pact",0
att  phone proposal to help profits,0
cme sets may 29 start for lumber futures options,0
twa confirms ownership of 15 pct of usair group,0
u.s. navy grounds some a-6 attack jets,0
iran investigators seek reagan tapes,0
struthers wells  sees 1986 nov 30 loss,0
soros group tells sec it may buy up to 49.9 pct of fairchild industries,0
twa  confirms ownership of usair  stock,0
silver state mining  corrects net,0
stewart-warner corp 4th qtr shr loss 3.86 dlrs vs profit 37 cts,1
group to boost fairchild industries (fen) stake,0
payless cashways  sees better first qtr,1
fed's heller urges comprehensive overhaul of financial system regulation,0
fed's heller urges overhaul of financial system,0
stewart-warner corp  4th qtr loss,1
moniterm corp  4th qtr loss,1
"gatx  to repurchase up to 750,000 shares",0
the chubb corp  sets qtrly payout,0
southtrust  to acquire four banks,0
carling o'keefe sells star oil unit to united coal canada for 57 mln dlrs,2
advanced telecommunications redeems debentures,0
hughes tool  up on merger speculation,0
advanced telecommunications  in redemption,0
aetna  reaches agreement to buy company,0
amex starts trading ecology/environment,0
jamaica corrects size of paris club rescheduling,0
"carling o'keefe sells oil unit, takes gain",3
channel ferry reported sinking off belgium,0
patrick petroleum co  year loss,0
moniterm  says order rate strengthens,0
"mobil  reorganizes u.s. exploration, output",0
argentine observer critical of debt stance,0
canada's move to shorten debt terms aids market,0
epitope inc  1st qtr dec 31 loss,1
4th qtr dec 31 loss,1
lloyds bank canada 1st qtr profit rises sharply,1
brazil strikes cause government major problems,0
first union  starts investment newsletter,0
lyphomed to sell 100 mln dlrs debentures,2
franklin computer corp  gets court order,0
alaska air  unit has lower load factor,3
dome pete said to be pressed to sell encor,0
patrick petroleum co  4th qtr net,1
earthworm  accepts soviet invitation,0
inland vacuum industries inc  1st qtr net,1
faa sees commerical aviation growth continuing,0
iranian oil minister arrives in algeria,0
del laboratories inc  4th qtr net,1
u.s. treasury official urges japan open markets,0
rexon  files for stock sale,0
official says reagan against early sdi deployment,0
"chilean gdp up 5.7 pct in 1986, central bank says",0
funaro says creditors willing to help brazil,0
s/p upgrades georgia-pacific corp's 1.1 billion dlrs of debt,0
comfed savings  unit files for offering,3
landmark savings  completes office sale,0
u.s. feedgrains group attacks canada corn ruling,0
holly sugar corp  sets regular dividend,0
coradian corp  year net,0
usda to conduct survey for avian influenza,0
rjr nabisco  files 500 mln dlr debt offer,2
two hundred people rescued from sinking ferry,0
liposome co  and unit to sponsor seminar,3
georgia-pacific  debt upgraded by s/p,0
foxboro co  4th qtr loss,1
lyng says no decisions taken at cabinet council,0
treasury balances at fed fell on march 5,0
amir mines completes private placement,0
holiday  unit's notes downgraded by s/p,3
fluor  gets 197.6 mln dlr contract,2
"nicaragua, romania, paraguay lose trade rights",0
lockheed  gets 80.0 mln dlr contract,2
u.s. feedgrain 0/92 supporters evaluate position,0
fmc  gets 46.6 mln dlr navy contract,2
alfin inc  2nd qtr jan 31 loss,1
bell and howell  completes sale of unit,3
fda approves cephradine by zenith,0
general instrument  gets contract,0
"u.s. business loans fall 618 mln dlrs in feb 25 week, fed says",2
boeing  gets 34.6 mln dlr contract,2
u.s. business loans fall 618 mln dlrs,2
hyponex corp  year net,0
hyponex  files for debt offer,0
airgas  chairman steps down,0
"beneficial corp rating lowered by standard and poor's, affects 3.7 billion dlrs of debt",0
hmo america inc  year loss,0
brazil crisis spurs rethink of debt strategy,0
u.s. to sell electronic equipment to s. korea,0
technigen platinum corp in metals find,0
american pork congress to be overhauled in 1988,0
ico  to be delisted from amex,0
egypt to receive 115 mln dlr cash grant,2
in reorganization,0
black/decker  charged with violating patent,0
schwab safe co  ups payout,0
physicians insurance co  4th qtr net,1
knight-ridder  january revenues rise,0
beneficial corp  debt ratings cut by s/p,0
bradley  announces long-term lease,0
egypt to receive 115 mln dlr cash grant,2
hogan systems  gets amsterdam contract,0
semiconductor association says february book-to-bill rises to 1.13,0
heller sees global trend for bank rules,0
ginnie mae drops fee increase on securities,0
dumez unit has 94 pct of westburne (wbi),3
canadian natural resources to sell stake,0
malrite buys cox's radio station unit,3
analysis/technology  wins navy contracts,0
forged exxon  zero-coupon euronotes found,0
lyng says export bonus could be funded from ccc,0
cyacq extends tender for cyclops,0
int'l rectifier  debt downgraded by s/p,0
continental airlines files for note offering,0
newfoundland capital to issue debentures,0
semiconductor february book-to-bill ratio 1.13,0
mono gold says partnership agrees to buy shares,0
uslico corp  increases dividend,0
usair group requests transportation department order twa to divest stake,0
chairman of king world  faces charges,0
jacobs replaced as minstar  president,0
diplomat electronics  to cut costs,0
u.s. corn growers blast canada corn ruling,0
aircoa  forms limited partnership,0
dollar general corp  qtly dividend,0
healthcare services  sees write-offs,0
usair  seeks order against twa,0
park-ohio industries inc  4th qtr net,1
bmc industries inc  4th qtr loss,1
united companies  declares stock dividend,0
steinberg signs up independent grocers,0
u.s. farm programs help canadian corn producers,0
u.n. issues report on natural gas clauses,0
taft bidders would sell entertainment unit,3
positive outlook tempered in u.s. debt futures,0
sandox buys stauffer seeds,0
energen  buys municipal gas system,0
sierra pacific resources inc  dividend,0
metex corp  4th qtr dec 28,1
houston oil trust  omits march distribution,0
corrected - mellon  unit's notes,3
puget sound power  redeems mortgage bonds,0
monoclonal antibodies  buys company,0
sono-tek in initial offering,0
atlantic city electric  debt lowered by s/p,0
u.s. treasury proposes some s. african imports,0
bmc industries  unit gets soviet contract,3
braniff inc  4th qtr loss jan 31,1
justice dept. supports dismissal of twa application for usair control,0
transportation department dismisses twa application for usair control,0
soutwestern bell  to file revisions,0
u.s. treasury proposes s.african uranium imports,0
